id,snippet,contentDetails
"{'kind': 'youtube#video', 'videoId': 'AK7_m-aThfw'}","{'publishedAt': '2021-12-01T13:00:04Z', 'channelId': 'UCnz-ZXXER4jOvuED5trXfEA', 'title': 'Top 25 SQL Interview Questions and Answers(The BEST SQL Interview Questions)', 'description': 'In this video, I will share my Top 25 SQL Interview Questions and Answers which I have captured from my own experience of ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/AK7_m-aThfw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/AK7_m-aThfw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/AK7_m-aThfw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'techTFQ', 'liveBroadcastContent': 'none', 'publishTime': '2021-12-01T13:00:04Z'}","{'duration': 'PT26M21S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'bmwghAYdi68'}","{'publishedAt': '2021-11-12T08:36:48Z', 'channelId': 'UChxpnZM1gCCV4jW7ezSxiOQ', 'title': 'MySQL - Day 3 Class room  - Queries  at the intermediate level', 'description': '', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/bmwghAYdi68/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bmwghAYdi68/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bmwghAYdi68/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'DeepNeuron', 'liveBroadcastContent': 'none', 'publishTime': '2021-11-12T08:36:48Z'}","{'duration': 'PT1H24M42S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'FNYdBLwZ6cE'}","{'publishedAt': '2021-08-22T12:54:58Z', 'channelId': 'UCnz-ZXXER4jOvuED5trXfEA', 'title': 'Learn how to write SQL Queries(Practice Complex SQL Queries)', 'description': 'Learn how to write SQL Queries(Practice Complex SQL Queries) In this video, I will explain the thinking behind writing an SQL ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/FNYdBLwZ6cE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/FNYdBLwZ6cE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/FNYdBLwZ6cE/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'techTFQ', 'liveBroadcastContent': 'none', 'publishTime': '2021-08-22T12:54:58Z'}","{'duration': 'PT49M56S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'birnSOolMRE'}","{'publishedAt': '2021-05-12T05:33:46Z', 'channelId': 'UC1DDgROZz41Mek8ML7-_q9Q', 'title': 'Learn Php tutorial for beginners and Intermediate with MySQL in urdu / hindi Episode # 2.', 'description': 'Get familiar with the PHP Tutorials in hindi urdu this full course/instructional exercise. The course is intended for new developers, ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/birnSOolMRE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/birnSOolMRE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/birnSOolMRE/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Edulogy Academy Official', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-12T05:33:46Z'}","{'duration': 'PT11M9S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'IsVr12DAN44'}","{'publishedAt': '2021-05-01T05:55:52Z', 'channelId': 'UC1DDgROZz41Mek8ML7-_q9Q', 'title': 'Complete Step by Step Training PHP with MySQL for Beginners &amp; Intermediate', 'description': ""This course is for outright amateurs and will give you an extraordinary launch to learning PHP. We'll initially discuss what PHP is ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/IsVr12DAN44/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IsVr12DAN44/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IsVr12DAN44/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Edulogy Academy Official', 'liveBroadcastContent': 'none', 'publishTime': '2021-05-01T05:55:52Z'}","{'duration': 'PT11M50S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'm1KcNV-Zhmc'}","{'publishedAt': '2021-04-20T11:00:32Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Advanced SQL Tutorial | Subqueries', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Advanced SQL lesson we walk through how to use Subqueries."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/m1KcNV-Zhmc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/m1KcNV-Zhmc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/m1KcNV-Zhmc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2021-04-20T11:00:32Z'}","{'duration': 'PT8M37S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'Cz3WcZLRaWc'}","{'publishedAt': '2021-04-16T15:41:25Z', 'channelId': 'UCsBjURrPoezykLs9EqgamOA', 'title': 'MySQL - The Basics // Learn SQL in 23 Easy Steps', 'description': ""JOIN me for a full beginner's tutorial on MySQL. Learn the basics of relational databases by recreating AirBnb's database with raw ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Cz3WcZLRaWc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Cz3WcZLRaWc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Cz3WcZLRaWc/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Fireship', 'liveBroadcastContent': 'none', 'publishTime': '2021-04-16T15:41:25Z'}","{'duration': 'PT17M17S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'M-55BmjOuXY'}","{'publishedAt': '2021-04-12T15:30:02Z', 'channelId': 'UCsvqVGtbbyHaMoevxPAq9Fg', 'title': 'SQL Advanced Tutorial | Advanced SQL Tutorial With Examples | SQL For Beginners | Simplilearn', 'description': 'SQL Certification Course ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/M-55BmjOuXY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/M-55BmjOuXY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/M-55BmjOuXY/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Simplilearn', 'liveBroadcastContent': 'none', 'publishTime': '2021-04-12T15:30:02Z'}","{'duration': 'PT1H8S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'NrBJmtD0kEw'}","{'publishedAt': '2021-03-16T11:00:07Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Advanced SQL Tutorial | Stored Procedures + Use Cases', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Advanced SQL lesson we walk through how to use Stored ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/NrBJmtD0kEw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/NrBJmtD0kEw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/NrBJmtD0kEw/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2021-03-16T11:00:07Z'}","{'duration': 'PT6M15S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': '8N37mcret_w'}","{'publishedAt': '2021-02-21T22:03:13Z', 'channelId': 'UCE__UhLJr60Otf0AancilEQ', 'title': 'PHP &amp; MySQL Tutorials 2023 | Generate Customer Invoice &amp; Bulk Vouchers in PHP Urdu - 06', 'description': 'PHP & MySQL Tutorials in Urdu/Hindi with step by step complete training course for beginners and intermediate users. 00:00 ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/8N37mcret_w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/8N37mcret_w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/8N37mcret_w/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'developers3nd', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-21T22:03:13Z'}","{'duration': 'PT31M12S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': '00P_9-2e64w'}","{'publishedAt': '2021-02-21T13:20:17Z', 'channelId': 'UCE__UhLJr60Otf0AancilEQ', 'title': 'PHP &amp; MySQL Tutorials 2023 | Free Theme Implementation in PHP Urdu 05', 'description': 'PHP & MySQL Tutorials in Urdu/Hindi with step by step complete training course for beginners and intermediate users. 1. How to ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/00P_9-2e64w/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/00P_9-2e64w/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/00P_9-2e64w/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'developers3nd', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-21T13:20:17Z'}","{'duration': 'PT13M29S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'I4D6sikeqq4'}","{'publishedAt': '2021-02-14T20:53:48Z', 'channelId': 'UCE__UhLJr60Otf0AancilEQ', 'title': 'PHP &amp; MySQL Tutorials 2023 | Image Upload &amp; Retrieve in PHP Urdu - 04', 'description': 'PHP & MySQL Tutorials in Urdu/Hindi with step by step complete training course for beginners and intermediate users. 1. Image ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/I4D6sikeqq4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I4D6sikeqq4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I4D6sikeqq4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'developers3nd', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-14T20:53:48Z'}","{'duration': 'PT8M49S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'ria4efuGZj4'}","{'publishedAt': '2021-02-14T11:34:00Z', 'channelId': 'UCE__UhLJr60Otf0AancilEQ', 'title': 'PHP &amp; MySQL Tutorials 2023 | Foreign Key Relationship | Load Departs on Dropdown in PHP Urdu - 03', 'description': 'PHP & MySQL Tutorials in Urdu/Hindi with step by step complete training course for beginners and intermediate users. 1.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/ria4efuGZj4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/ria4efuGZj4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/ria4efuGZj4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'developers3nd', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-14T11:34:00Z'}","{'duration': 'PT18M22S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'QZBuQtB9rCQ'}","{'publishedAt': '2021-02-07T20:03:55Z', 'channelId': 'UCE__UhLJr60Otf0AancilEQ', 'title': 'PHP &amp; MySQL Tutorials 2023 | Search through TextBox using Database in PHP Urdu - 02', 'description': 'PHP & MySQL Tutorials in Urdu/Hindi with step by step complete training course for beginners and intermediate users. 1. How to ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/QZBuQtB9rCQ/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/QZBuQtB9rCQ/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/QZBuQtB9rCQ/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'developers3nd', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-07T20:03:55Z'}","{'duration': 'PT7M51S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'g_30oJDFLUA'}","{'publishedAt': '2021-02-05T17:19:30Z', 'channelId': 'UCE__UhLJr60Otf0AancilEQ', 'title': 'PHP &amp; MySQL Tutorials 2023 | Complete Custom CRUD App in PHP Urdu - 01', 'description': 'PHP & MySQL Tutorials in Urdu/Hindi with step by step complete training course for beginners and intermediate users. 00:00 - 1.', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/g_30oJDFLUA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/g_30oJDFLUA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/g_30oJDFLUA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'developers3nd', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-05T17:19:30Z'}","{'duration': 'PT30M55S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': False, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'RF0LE3hYFrI'}","{'publishedAt': '2021-02-02T12:00:13Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Advanced SQL Tutorial | Temp Tables', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Advanced SQL lesson we walk through how to use Temp Tables."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/RF0LE3hYFrI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/RF0LE3hYFrI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/RF0LE3hYFrI/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2021-02-02T12:00:13Z'}","{'duration': 'PT10M19S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'oNlMrpnUSFE'}","{'publishedAt': '2021-01-13T14:18:46Z', 'channelId': 'UC8S4rDRZn6Z_StJ-hh7ph8g', 'title': 'Folder Structure for API&#39;s - Beginner, Intermediate, and Advanced', 'description': 'Best Tech Resume Template: https://papermoontech.com/pmcsrtk/pedro Use code: PEDRO for 20% off ^ In this video we will go ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/oNlMrpnUSFE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/oNlMrpnUSFE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/oNlMrpnUSFE/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'PedroTech', 'liveBroadcastContent': 'none', 'publishTime': '2021-01-13T14:18:46Z'}","{'duration': 'PT20M43S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'D6XNlTfglW4'}","{'publishedAt': '2020-12-01T12:04:43Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Intermediate SQL Tutorial | Partition By', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Intermediate SQL lesson we walk through Using the Partition By."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/D6XNlTfglW4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/D6XNlTfglW4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/D6XNlTfglW4/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2020-12-01T12:04:43Z'}","{'duration': 'PT4M14S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'Dk7he_yEs4U'}","{'publishedAt': '2020-06-04T14:00:10Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Intermediate SQL Tutorial | Aliasing', 'description': 'Take my Full MySQL Course Here: https://bit.ly/3tqOipr Today we look at how to alias columns and tables. This becomes very ...', 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Dk7he_yEs4U/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Dk7he_yEs4U/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Dk7he_yEs4U/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2020-06-04T14:00:10Z'}","{'duration': 'PT6M12S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'bhnrIforc7s'}","{'publishedAt': '2020-04-16T12:58:52Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Intermediate SQL Tutorial | Updating/Deleting Data', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Intermediate SQL lesson we walk through Updating/Deleting ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/bhnrIforc7s/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/bhnrIforc7s/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/bhnrIforc7s/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2020-04-16T12:58:52Z'}","{'duration': 'PT4M37S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'tYBOMw7Ob8E'}","{'publishedAt': '2020-04-09T16:01:02Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Intermediate SQL Tutorial | Having Clause', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Intermediate SQL lesson we walk through the Having Clause."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/tYBOMw7Ob8E/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/tYBOMw7Ob8E/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/tYBOMw7Ob8E/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2020-04-09T16:01:02Z'}","{'duration': 'PT3M31S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'Twusw__OzA8'}","{'publishedAt': '2020-04-02T15:16:37Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Intermediate SQL Tutorial | Case Statement | Use Cases', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Intermediate SQL lesson we walk through Case Statements."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/Twusw__OzA8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Twusw__OzA8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Twusw__OzA8/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2020-04-02T15:16:37Z'}","{'duration': 'PT7M26S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'lYKkro6rKm0'}","{'publishedAt': '2020-03-26T16:51:37Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Intermediate SQL Tutorial | Unions | Union Operator', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Intermediate SQL lesson we walk through Unions. All Topics ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/lYKkro6rKm0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lYKkro6rKm0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lYKkro6rKm0/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2020-03-26T16:51:37Z'}","{'duration': 'PT5M25S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': '9URM1_2S0ho'}","{'publishedAt': '2020-03-19T15:40:58Z', 'channelId': 'UC7cs8q-gJRlGwj4A8OmCmXg', 'title': 'Intermediate SQL Tutorial | Inner/Outer Joins | Use Cases', 'description': ""Take my Full MySQL Course Here: https://bit.ly/3tqOipr In today's Intermediate SQL lesson we walk through Joins. Joins allow us ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/9URM1_2S0ho/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/9URM1_2S0ho/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/9URM1_2S0ho/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'Alex The Analyst', 'liveBroadcastContent': 'none', 'publishTime': '2020-03-19T15:40:58Z'}","{'duration': 'PT15M53S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
"{'kind': 'youtube#video', 'videoId': 'lFRMdGfo_XA'}","{'publishedAt': '2019-11-23T05:19:16Z', 'channelId': 'UC8wZnXYK_CGKlBcZp-GxYPA', 'title': 'Python Intermediate Tutorial #8 - Database Programming', 'description': ""In today's episode, we are talking about database programming in Python. Website: https://www.neuralnine.com/ Instagram: ..."", 'thumbnails': {'default': {'url': 'https://i.ytimg.com/vi/lFRMdGfo_XA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/lFRMdGfo_XA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/lFRMdGfo_XA/hqdefault.jpg', 'width': 480, 'height': 360}}, 'channelTitle': 'NeuralNine', 'liveBroadcastContent': 'none', 'publishTime': '2019-11-23T05:19:16Z'}","{'duration': 'PT24M30S', 'dimension': '2d', 'definition': 'hd', 'caption': 'false', 'licensedContent': True, 'contentRating': {}, 'projection': 'rectangular'}"
